fecha,segmento,vendedor,categoria_producto,sub_categoria_producto,precio,stock_vendido,stock_disponible
07-11-2017,América Central-México-Ciudad de México,Easy,Moda,Poleras,139841,161,182
04-09-2022,América Central-México-Ciudad de México,Mercado Libre,Moda,Poleras,65207,13,25
31-07-2021,América del Sur-Argentina-Buenos Aires,Mercado Libre,Jardinería,Tijeras podadoras,142254,216,3
14-06-2022,América Central-México-Cancún,Easy,Moda,Zapatillas,144146,205,136
14-01-2022,América del Sur-Argentina-Buenos Aires,eBay,Automotriz,Baterías,85008,386,30
09-10-2021,América del Sur-Perú-Lima,Easy,Baño,Espejos,198985,45,117
09-02-2019,América Central-México-Cancún,Walmart,Deporte,Pesas,181219,192,68
13-10-2019,América del Sur-Chile-Temuco,Easy,Baño,Jacuzzis,127614,51,72
30-08-2017,América Central-México-Monterrey,Falabella,Deporte,Bicicletas,169460,115,78
25-02-2022,América Central-México-Ciudad de México,Aliexpress,Automotriz,Herramientas de reparación,13106,61,337
17-09-2022,América del Sur-Argentina-Buenos Aires,Walmart,Cocina,Sartenes,96765,30,86
02-02-2020,América del Sur-Perú-Trujillo,Mercado Libre,Moda,Zapatillas,113245,145,108
16-05-2017,América del Sur-Argentina-Buenos Aires,Linio,Doméstico,Refrigeradores,28186,186,106
09-02-2017,América Central-México-Cancún,Hites,Automotriz,Herramientas de reparación,18527,21,454
25-03-2022,América del Sur-Brasil-Brasilia,Mercado Libre,Moda,Zapatillas,83707,140,191
27-09-2018,América Central-México-Guadalajara,Homecenter,Cocina,Microondas,87720,361,52
29-09-2017,América del Sur-Colombia-Cali,Homecenter,Cocina,Hornos,90291,162,56
03-11-2023,América Central-México-Ciudad de México,Aliexpress,Deporte,Bicicletas,90453,35,342
07-12-2021,América del Sur-Brasil-Curitiba,Homecenter,Electrónico,Celulares,148884,39,23
29-04-2021,América Central-México-Cancún,Homecenter,Cocina,Batidoras,164057,283,12
08-05-2020,América del Sur-Colombia-Cali,eBay,Baño,Duchas,156396,127,69
21-10-2022,América del Sur-Argentina-Mendoza,Ripley,Automotriz,Neumáticos,164549,12,345
29-11-2023,América del Sur-Colombia-Cartagena,Easy,Cocina,Cuchillos,179722,39,349
09-07-2022,América Central-México-Monterrey,Falabella,Moda,Carteras,170056,306,66
15-04-2018,América Central-México-Cancún,Falabella,Automotriz,Filtros,74110,139,58
26-11-2023,América del Sur-Brasil-Brasilia,Sodimac,Cocina,Hornos,76071,15,103
10-09-2017,América Central-México-Cancún,PC Factory,Moda,Zapatillas,43765,65,21
25-11-2017,América del Sur-Perú-Cusco,Amazon,Cocina,Batidoras,173939,0,398
26-10-2017,América Central-México-Ciudad de México,Hites,Baño,Espejos,176418,108,100
26-02-2021,América Central-México-Ciudad de México,Linio,Electrónico,Televisores,185891,148,9
02-08-2017,América Central-México-Guadalajara,Walmart,Electrónico,Televisores,43864,169,262
24-11-2018,América Central-México-Guadalajara,Homecenter,Deporte,Pelotas,132877,247,102
26-06-2019,América Central-México-Cancún,Easy,Baño,Espejos,177520,148,60
22-11-2020,América Central-México-Cancún,Homecenter,Cocina,Ollas,66487,19,152
21-04-2020,América del Sur-Perú-Arequipa,Ripley,Automotriz,Herramientas de reparación,101035,62,194
10-09-2018,América Central-México-Ciudad de México,Aliexpress,Cocina,Hornos,92036,268,44
07-02-2023,América Central-México-Guadalajara,Hites,Moda,Carteras,188682,68,210
21-06-2018,América Central-México-Guadalajara,Aliexpress,Moda,Mochilas,111631,346,93
19-06-2019,América del Sur-Colombia-Bogotá,Mercado Libre,Deporte,Colchonetas,128153,3,151
20-12-2018,América del Sur-Argentina-Córdoba,Falabella,Automotriz,Baterías,36766,323,82
01-01-2023,América del Sur-Argentina-Rosario,eBay,Doméstico,Lavadoras,45028,190,295
19-10-2019,América del Sur-Chile-Santiago,eBay,Electrónico,Tablets,17346,345,99
05-02-2020,América del Sur-Chile-Concepción,Hites,Doméstico,Refrigeradores,128543,13,229
12-08-2021,América del Sur-Colombia-Cali,Hites,Jardinería,Rastrillos,15384,185,118
27-09-2023,América del Sur-Chile-Concepción,PC Factory,Automotriz,Baterías,84883,151,150
27-01-2021,América Central-México-Ciudad de México,Paris,Electrónico,Audífonos,53555,174,280
05-07-2021,América del Sur-Chile-Santiago,Aliexpress,Cocina,Sartenes,42788,59,39
27-07-2018,América del Sur-Brasil-São Paulo,Mercado Libre,Cocina,Batidoras,29251,183,34
28-10-2021,América del Sur-Brasil-Brasilia,eBay,Moda,Chaquetas,17423,98,49
02-11-2019,América Central-México-Cancún,Ripley,Deporte,Pesas,103331,139,312
10-08-2017,América Central-México-Guadalajara,ElectroChile,Baño,Duchas,72236,50,157
25-07-2020,América del Sur-Brasil-Curitiba,Ripley,Jardinería,Maceteros,117332,132,100
03-10-2017,América del Sur-Colombia-Medellín,eBay,Moda,Zapatillas,55959,2,117
04-11-2019,América del Sur-Argentina-Rosario,Walmart,Automotriz,Neumáticos,63053,55,20
20-08-2020,América del Sur-Chile-Temuco,Mercado Libre,Doméstico,Ventiladores,32154,173,111
14-07-2018,América Central-México-Cancún,Walmart,Cocina,Hornos,35544,103,285
20-04-2022,América del Sur-Perú-Lima,Falabella,Moda,Poleras,137704,60,13
15-07-2021,América Central-México-Monterrey,Linio,Electrónico,Televisores,61394,82,54
16-11-2020,América del Sur-Argentina-Buenos Aires,Easy,Automotriz,Neumáticos,91967,292,192
21-03-2017,América del Sur-Colombia-Cali,Mercado Libre,Electrónico,Televisores,17504,101,161
17-01-2023,América Central-México-Cancún,Mercado Libre,Electrónico,Computadores,198261,76,10
13-08-2019,América Central-México-Cancún,PC Factory,Cocina,Ollas,172437,268,87
06-07-2019,América del Sur-Perú-Trujillo,Aliexpress,Electrónico,Cámaras,196207,346,21
23-04-2017,América del Sur-Perú-Trujillo,Mercado Libre,Electrónico,Computadores,136419,244,93
21-06-2019,América Central-México-Guadalajara,Homecenter,Electrónico,Drones,123701,195,17
11-12-2023,América del Sur-Colombia-Medellín,Homecenter,Moda,Carteras,88553,131,27
18-09-2023,América del Sur-Colombia-Cartagena,Walmart,Electrónico,Drones,34643,198,183
28-07-2019,América del Sur-Brasil-Curitiba,Linio,Jardinería,Tijeras podadoras,93071,7,32
08-11-2019,América Central-México-Cancún,Homecenter,Electrónico,Audífonos,128655,230,5
12-10-2023,América Central-México-Cancún,Hites,Jardinería,Mangueras,59446,262,84
15-12-2023,América Central-México-Ciudad de México,Sodimac,Electrónico,Drones,141577,178,261
10-05-2018,América Central-México-Monterrey,Sodimac,Electrónico,Drones,120040,172,305
08-03-2020,América del Sur-Perú-Trujillo,Mercado Libre,Baño,Toallas,60287,80,258
12-11-2023,América Central-México-Monterrey,Hites,Deporte,Pesas,64503,90,395
01-01-2021,América del Sur-Argentina-Mendoza,Easy,Deporte,Trotadoras,189244,61,226
01-08-2022,América del Sur-Chile-Santiago,Mercado Libre,Automotriz,Aceites,58972,186,173
11-03-2018,América del Sur-Brasil-Río de Janeiro,Hites,Electrónico,Computadores,94003,47,93
08-10-2023,América Central-México-Guadalajara,eBay,Deporte,Pelotas,198730,22,75
17-02-2017,América del Sur-Brasil-Curitiba,PC Factory,Moda,Mochilas,57542,70,93
29-05-2018,América del Sur-Brasil-São Paulo,Walmart,Automotriz,Aceites,120159,277,110
10-07-2017,América Central-México-Ciudad de México,Walmart,Cocina,Microondas,193465,102,39
09-05-2017,América del Sur-Colombia-Cali,Falabella,Baño,Jacuzzis,97980,140,11
28-08-2021,América Central-México-Ciudad de México,Hites,Moda,Chaquetas,33496,1,50
28-08-2019,América del Sur-Argentina-Mendoza,Linio,Baño,Duchas,32983,59,78
15-12-2023,América Central-México-Cancún,Sodimac,Automotriz,Aceites,139972,40,67
30-01-2022,América del Sur-Chile-Temuco,Falabella,Deporte,Patines,160651,127,371
19-06-2023,América Central-México-Monterrey,Amazon,Moda,Poleras,110763,116,126
01-01-2018,América Central-México-Monterrey,Amazon,Automotriz,Baterías,55875,185,38
05-03-2019,América del Sur-Chile-Santiago,Ripley,Baño,Calefones,112868,29,69
25-06-2017,América del Sur-Colombia-Cartagena,Mercado Libre,Baño,Calefones,154716,107,168
18-07-2023,América del Sur-Colombia-Bogotá,Aliexpress,Jardinería,Tijeras podadoras,170538,256,31
01-08-2018,América del Sur-Argentina-Buenos Aires,Ripley,Doméstico,Lavadoras,82182,192,157
20-02-2020,América Central-México-Guadalajara,Falabella,Doméstico,Licuadoras,89486,240,182
05-01-2020,América del Sur-Brasil-Río de Janeiro,Hites,Deporte,Pelotas,196490,67,55
06-06-2022,América Central-México-Monterrey,Paris,Cocina,Cuchillos,103088,321,114
26-03-2022,América Central-México-Monterrey,Amazon,Baño,Espejos,139525,104,31
21-09-2019,América Central-México-Monterrey,eBay,Jardinería,Tijeras podadoras,10875,245,254
16-05-2018,América Central-México-Ciudad de México,ElectroChile,Automotriz,Herramientas de reparación,173173,267,53
20-10-2022,América Central-México-Monterrey,Hites,Automotriz,Herramientas de reparación,18279,172,160
11-10-2020,América del Sur-Brasil-Brasilia,Easy,Deporte,Colchonetas,84092,160,259
29-04-2022,América Central-México-Monterrey,Sodimac,Baño,Espejos,133450,86,350
30-04-2020,América del Sur-Chile-Concepción,Easy,Electrónico,Audífonos,140416,105,28
04-04-2020,América del Sur-Brasil-Curitiba,Mercado Libre,Electrónico,Audífonos,84615,75,45
16-07-2020,América Central-México-Cancún,Linio,Doméstico,Refrigeradores,152840,109,280
14-12-2018,América del Sur-Brasil-São Paulo,PC Factory,Doméstico,Refrigeradores,21585,293,21
19-10-2019,América del Sur-Brasil-São Paulo,Hites,Cocina,Batidoras,108603,272,176
14-03-2020,América del Sur-Colombia-Bogotá,eBay,Electrónico,Televisores,94603,258,196
31-01-2019,América del Sur-Perú-Lima,Falabella,Electrónico,Audífonos,11035,143,156
04-06-2023,América del Sur-Colombia-Medellín,Paris,Electrónico,Celulares,102331,15,35
04-06-2021,América del Sur-Chile-Valparaíso,Hites,Automotriz,Baterías,197498,237,57
21-11-2023,América Central-México-Cancún,Mercado Libre,Baño,Jacuzzis,50062,70,3
07-12-2022,América del Sur-Colombia-Cali,Walmart,Baño,Espejos,29524,157,58
01-01-2023,América Central-México-Monterrey,Paris,Cocina,Batidoras,73839,41,87
24-07-2018,América Central-México-Monterrey,eBay,Doméstico,Refrigeradores,75414,120,209
22-09-2017,América Central-México-Monterrey,Falabella,Moda,Carteras,85129,227,15
06-12-2021,América Central-México-Guadalajara,Hites,Jardinería,Maceteros,181913,306,70
29-10-2019,América del Sur-Colombia-Cartagena,Paris,Deporte,Pesas,132251,34,40
04-06-2020,América Central-México-Ciudad de México,PC Factory,Jardinería,Fertilizantes,157457,231,37
23-10-2020,América del Sur-Colombia-Medellín,ElectroChile,Cocina,Ollas,35695,102,76
24-06-2017,América del Sur-Perú-Arequipa,Homecenter,Moda,Poleras,152839,336,148
18-05-2020,América Central-México-Ciudad de México,Linio,Doméstico,Cafeteras,195394,46,55
13-07-2022,América del Sur-Brasil-Brasilia,Linio,Deporte,Trotadoras,46040,303,83
16-04-2018,América del Sur-Perú-Cusco,Paris,Baño,Espejos,147360,264,220
02-08-2023,América Central-México-Cancún,Homecenter,Automotriz,Neumáticos,153930,29,92
18-05-2017,América Central-México-Guadalajara,Hites,Baño,Dispensadores de jabón,83251,47,97
08-04-2021,América Central-México-Monterrey,Homecenter,Moda,Pantalones,28935,407,3
09-04-2021,América del Sur-Perú-Cusco,Sodimac,Automotriz,Neumáticos,157000,195,9
06-08-2017,América Central-México-Cancún,eBay,Jardinería,Rastrillos,89539,86,2
20-07-2021,América del Sur-Colombia-Cartagena,Walmart,Deporte,Pesas,10695,220,245
01-01-2018,América Central-México-Monterrey,Hites,Baño,Jacuzzis,79591,82,208
16-06-2018,América Central-México-Monterrey,Homecenter,Electrónico,Tablets,10701,63,127
24-02-2019,América del Sur-Colombia-Bogotá,Homecenter,Baño,Toallas,187313,53,174
18-04-2017,América Central-México-Ciudad de México,PC Factory,Doméstico,Refrigeradores,45021,211,102
25-06-2022,América del Sur-Argentina-Buenos Aires,ElectroChile,Jardinería,Rastrillos,140215,11,19
21-07-2017,América del Sur-Perú-Lima,ElectroChile,Cocina,Batidoras,186454,2,32
25-05-2019,América del Sur-Chile-Valparaíso,PC Factory,Deporte,Bicicletas,18932,95,333
07-11-2023,América Central-México-Guadalajara,Hites,Moda,Mochilas,71215,37,7
04-11-2022,América Central-México-Guadalajara,Aliexpress,Baño,Calefones,91328,0,119
10-09-2019,América del Sur-Colombia-Cali,Aliexpress,Doméstico,Aspiradoras,111709,173,181
10-10-2023,América del Sur-Perú-Arequipa,eBay,Electrónico,Celulares,81569,137,163
22-09-2019,América del Sur-Argentina-Buenos Aires,Ripley,Jardinería,Tijeras podadoras,70118,56,398
30-05-2022,América del Sur-Perú-Trujillo,Amazon,Deporte,Bicicletas,41731,4,42
20-10-2018,América Central-México-Ciudad de México,Hites,Deporte,Pelotas,75064,342,9
08-04-2023,América del Sur-Argentina-Buenos Aires,Linio,Doméstico,Ventiladores,165312,177,6
05-06-2017,América Central-México-Ciudad de México,PC Factory,Baño,Espejos,50662,25,268
03-09-2017,América Central-México-Ciudad de México,Sodimac,Automotriz,Aceites,165228,13,96
11-01-2018,América del Sur-Chile-Santiago,Ripley,Cocina,Sartenes,190385,35,180
05-10-2018,América del Sur-Colombia-Cali,Aliexpress,Automotriz,Neumáticos,115343,66,95
05-10-2018,América Central-México-Monterrey,Ripley,Jardinería,Fertilizantes,62040,215,3
14-03-2021,América Central-México-Monterrey,Aliexpress,Cocina,Hornos,167076,5,109
31-05-2022,América Central-México-Cancún,Mercado Libre,Electrónico,Celulares,155836,11,113
14-05-2017,América Central-México-Cancún,Easy,Electrónico,Drones,73065,94,58
18-01-2017,América del Sur-Colombia-Cali,ElectroChile,Deporte,Pelotas,65676,403,53
04-08-2021,América del Sur-Perú-Arequipa,Linio,Doméstico,Ventiladores,102792,356,63
08-01-2023,América Central-México-Monterrey,Easy,Jardinería,Fertilizantes,21094,138,30
16-03-2019,América Central-México-Monterrey,Walmart,Cocina,Sartenes,155868,391,40
29-11-2019,América Central-México-Monterrey,Paris,Cocina,Sartenes,130997,0,72
16-05-2019,América del Sur-Chile-Valparaíso,Easy,Doméstico,Refrigeradores,147255,58,88
10-08-2018,América Central-México-Monterrey,Easy,Jardinería,Mangueras,85302,147,276
05-03-2020,América del Sur-Argentina-Buenos Aires,PC Factory,Automotriz,Aceites,50090,173,130
09-06-2020,América del Sur-Perú-Trujillo,Paris,Moda,Pantalones,40569,35,270
27-11-2018,América del Sur-Chile-Concepción,Falabella,Deporte,Pesas,89026,13,413
14-11-2017,América Central-México-Guadalajara,Sodimac,Doméstico,Cafeteras,134118,98,20
20-04-2022,América del Sur-Perú-Lima,Easy,Baño,Toallas,116838,214,47
29-12-2019,América del Sur-Argentina-Buenos Aires,Mercado Libre,Moda,Zapatillas,63959,252,112
30-12-2023,América Central-México-Cancún,Homecenter,Jardinería,Maceteros,30981,330,64
04-03-2023,América Central-México-Ciudad de México,eBay,Electrónico,Cámaras,107896,331,7
17-08-2022,América Central-México-Monterrey,Mercado Libre,Cocina,Ollas,112807,43,124
15-02-2018,América del Sur-Brasil-Río de Janeiro,Mercado Libre,Baño,Toallas,95730,158,285
24-01-2019,América Central-México-Guadalajara,Ripley,Electrónico,Televisores,102819,324,3
01-06-2020,América del Sur-Chile-Temuco,Aliexpress,Automotriz,Aceites,133018,91,165
01-10-2020,América Central-México-Ciudad de México,Aliexpress,Deporte,Patines,125232,179,130
28-10-2021,América Central-México-Ciudad de México,Linio,Baño,Dispensadores de jabón,178459,10,65
05-03-2019,América del Sur-Argentina-Rosario,Mercado Libre,Deporte,Bicicletas,89744,363,3
12-06-2019,América del Sur-Argentina-Córdoba,Ripley,Doméstico,Lavadoras,45981,229,154
01-02-2022,América Central-México-Guadalajara,Homecenter,Electrónico,Televisores,102915,6,20
24-10-2020,América del Sur-Chile-Temuco,PC Factory,Jardinería,Rastrillos,177869,149,22
06-07-2021,América del Sur-Colombia-Medellín,Easy,Moda,Carteras,153377,16,445
02-05-2017,América Central-México-Guadalajara,Sodimac,Baño,Jacuzzis,156959,121,91
28-07-2018,América Central-México-Guadalajara,Homecenter,Baño,Duchas,74911,3,74
18-07-2022,América Central-México-Monterrey,Sodimac,Electrónico,Computadores,42932,48,233
01-08-2020,América Central-México-Ciudad de México,PC Factory,Cocina,Batidoras,166834,137,14
31-08-2023,América Central-México-Ciudad de México,Homecenter,Automotriz,Filtros,46059,15,211
09-01-2021,América del Sur-Brasil-São Paulo,Paris,Moda,Chaquetas,143657,10,128
09-08-2019,América del Sur-Brasil-Brasilia,Aliexpress,Doméstico,Lavadoras,41108,218,82
15-06-2019,América Central-México-Monterrey,Homecenter,Baño,Toallas,188999,135,88
21-09-2022,América del Sur-Argentina-Rosario,Hites,Cocina,Sartenes,167564,256,195
01-08-2020,América Central-México-Guadalajara,Homecenter,Jardinería,Mangueras,63271,249,131
22-11-2019,América del Sur-Argentina-Rosario,eBay,Automotriz,Neumáticos,90235,437,53
09-03-2017,América Central-México-Ciudad de México,Sodimac,Automotriz,Herramientas de reparación,66160,327,74
22-02-2021,América del Sur-Chile-Concepción,PC Factory,Baño,Toallas,157390,294,204
07-10-2020,América del Sur-Chile-Concepción,Homecenter,Electrónico,Cámaras,140281,263,8
30-10-2018,América del Sur-Brasil-Curitiba,Walmart,Automotriz,Neumáticos,195437,196,25
29-10-2017,América del Sur-Perú-Arequipa,Amazon,Electrónico,Drones,156533,162,152
03-03-2018,América Central-México-Cancún,Aliexpress,Electrónico,Audífonos,53348,64,6
09-08-2018,América del Sur-Brasil-Río de Janeiro,eBay,Baño,Jacuzzis,67991,34,133
01-12-2019,América Central-México-Monterrey,eBay,Jardinería,Rastrillos,92463,209,219
02-09-2019,América del Sur-Argentina-Rosario,Ripley,Jardinería,Mangueras,117897,178,286
12-05-2021,América del Sur-Perú-Trujillo,Mercado Libre,Doméstico,Refrigeradores,156617,255,194
10-10-2023,América del Sur-Colombia-Medellín,Aliexpress,Jardinería,Fertilizantes,99399,45,100
17-03-2017,América del Sur-Colombia-Bogotá,Walmart,Electrónico,Celulares,194255,129,8
29-03-2018,América del Sur-Colombia-Bogotá,Hites,Electrónico,Drones,135911,99,14
06-03-2017,América del Sur-Argentina-Buenos Aires,Amazon,Doméstico,Refrigeradores,121086,35,304
